link,headline,category,short_description,authors,date
https://www.huffpost.com/entry/la-man-lightning-strike-white-house_n_62f00c34e4b0c550161b1b06,L.A. Man Among 3 Killed In Lightning Strike Near White House,U.S. NEWS,A 29-year-old Los Angeles bank executive was one of three people killed last week when lightning struck in a park across from the White House.,,7/8/2022
https://www.huffpost.com/entry/cuba-oil-facility-fire-lightning-strike_n_62ef2a1ee4b0c550161aba3c,"Over 120 Injured, Several Missing In Massive Cuban Oil Facility Fire",WORLD NEWS,A dense black smoke cloud from the fire has spread about 62 miles west toward Havana.,"Andrea Rodríguez, AP",7/8/2022
https://www.huffpost.com/entry/eastern-kentucky-more-storms_n_62f00fc2e4b0da5ec0f582ae,Eastern Kentucky Braces For More Storms While Recovering From Extreme Flooding,U.S. NEWS,The National Weather Service has extended a flood watch for areas of eastern Kentucky and said there’s a threat of thunderstorms in the region for much of the coming week.,,7/8/2022
https://www.huffpost.com/entry/woody-harrelson-baby-poem_n_62ee89f0e4b0da5ec0f4fd20,Woody Harrelson Reacts To Viral Photo Of Doppelgänger Baby With Sweet Poem,ENTERTAINMENT,"When Danielle Grier Mulvenna tweeted a photo of her smiling baby girl and noted her eerie resemblance to Woody Harrelson, the actor took notice.",Marco Margaritoff,6/8/2022
https://www.huffpost.com/entry/albuquerque-new-mexico-muslim-community-murders_n_62eed8a3e4b09d09a2c46755,Albuquerque Police Tell Muslim Community To Be 'Vigilant' Amid Series Of Murders,CRIME,"Police are searching for the shooter, or shooters, believed to be responsible for a string of murders around the New Mexico city.",Sara Boboltz,6/8/2022
https://www.huffpost.com/entry/canadian-man-billboard-string-cheese_n_62ee0328e4b0da5ec0f4bc1d,Canadian Man Uses Giant Billboard To Get Rid Of Leftover Dairy Product In Fridge,WEIRD NEWS,A man who recently moved to Toronto wanted to part ways with the item in a big way.,Ben Blanchet,6/8/2022
https://www.huffpost.com/entry/zachary-alligator-new-york_n_62ee9555e4b09fecea4e863b,New York Couple Turns In 5-Foot Gator 'Zachary' They'd Been Keeping In Home,ENVIRONMENT,Zachary will be headed to a sanctuary where a better life is ahead of him.,Hilary Hanson,6/8/2022
https://www.huffpost.com/entry/prescription-drug-medicare-part-d-cap_n_62ed95cde4b09fecea4e24d4,This Is The Most Underappreciated Part Of The Democratic Prescription Drug Bill,POLITICS,"Some Medicare recipients spend more than $10,000 a year on lifesaving medication. That could change.",Jonathan Cohn,6/8/2022
https://www.huffpost.com/entry/gop-senate-trump_n_62ed7803e4b09fecea4e1124,GOP Senators Refuse To Rule Out Supporting Donald Trump Again — Even If He's Indicted,POLITICS,"With the ex-president reportedly under criminal investigation, many Senate Republicans are taking a wait-and-hope-it-doesn’t-happen stance.",Jonathan Nicholson,6/8/2022
https://www.huffpost.com/entry/cpac-fake-jail-jan-6-rioter_n_62ed419fe4b0c5501619eace,CPAC Has A Special Exhibit: A Sobbing Jan. 6 Rioter In Jail,POLITICS,"“Instead of dancing, you stand around and watch this guy cry,” said one journalist describing the bizarre scene.",Ryan Grenoble,5/8/2022
https://www.huffpost.com/entry/windsor-hills-car-crash_n_62ed3676e4b0da5ec0f444c6,"5 Dead, 8 Injured In Fiery Los Angeles Crash After Speeding Car Runs Red Light",U.S. NEWS,"The multi-vehicle crash, which killed an infant, a pregnant woman and her unborn child, occurred near a gas station in the Windsor Hills neighborhood.",Marco Margaritoff,5/8/2022
https://www.huffpost.com/entry/trevor-noah-vladimir-putin_n_62ec8fbde4b09fecea4ca374,Trevor Noah Busts Putin For 'Another S**tty Thing' He's Doing To Screw With U.S.,ENTERTAINMENT,"The ""Daily Show"" host calls out Russia's latest strong-arm tactics.",Ed Mazza,5/8/2022
https://www.huffpost.com/entry/french-scientist-star-photo-really-chorizo_n_62ed5d09e4b09d09a2c3c42c,French Scientist Trolls Twitter By Claiming Chorizo Slice Is Actually A Distant Star,WEIRD NEWS,You never sausage a star as this.,David Moye,5/8/2022
https://www.huffpost.com/entry/fertility-treatment-debt-ivf-cost_l_62e00b8ae4b000da24053610,Fertility Treatment Puts Many Families In Debt. Here's How To Manage It.,WELLNESS,Experts share their advice for easing the financial burden of IVF and other costly procedures.,Caroline Bologna,5/8/2022
https://www.huffpost.com/entry/fbi-arrests-lousville-cops-breonna-taylor_n_62ebd8abe4b0ecfe3f6e79f7,FBI Arrests 4 Louisville Cops In Breonna Taylor Shooting Investigation,U.S. NEWS,Officers were accused of using false information to obtain the search warrant that led to Taylor's killing.,Ryan Grenoble,4/8/2022
https://www.huffpost.com/entry/stacey-truman-cafeteria-worker_l_62e28e7de4b07f83766cc389,'Cafeteria Workers Do A Lot More Than People Realize',FOOD & DRINK,Many of these school employees quietly go above and beyond what’s in their job description. Stacey Truman shows what that looks like.,Emily Laurence,4/8/2022
https://www.huffpost.com/entry/whats-going-on-with-hbo-max-discovery-merger_n_62ec1ae3e4b0c5501618704b,What’s Going On With HBO Max? Here’s What We Know So Far.,CULTURE & ARTS,Speculation about potentially drastic cuts at HBO Max has left viewers and subscribers panicking about the future of the streaming platform.,Marina Fang,4/8/2022
https://www.huffpost.com/entry/john-legend-kanye-west-friendship_n_62ebf21de4b0c55016183ba4,John Legend Says Kanye's Support Of Trump Ruined Their Friendship,ENTERTAINMENT,"The singer said both the rapper's support of Trump and his presidential run became ""too much for us to sustain our friendship.""",David Moye,4/8/2022
https://www.huffpost.com/entry/demi-lovato-appears-to-call-out-ex-wilmer-valderrama-age-gap-new-song-consent_n_62ebf0e7e4b09d09a2c1f056,Demi Lovato Appears To Call Out Ex Wilmer Valderrama Over Age Gap In New Song,ENTERTAINMENT,"""Numbers told you not to, but that didn’t stop you,"" Lovato sings in a snippet from an unreleased new track.",Cole Delbyck,4/8/2022
https://www.huffpost.com/entry/tierra-amarilla-sinkhole_n_62ea6cd1e4b09d09a2bfb524,Giant Sinkhole Swallows Chilean Land Owned By Canadian Mining Company,WORLD NEWS,The National Service of Geology and Mining first became aware of the 650-foot-deep sinkhole on Saturday.,Marco Margaritoff,3/8/2022
https://www.huffpost.com/entry/selena-gomez-developing-reboot-of-80s-classic-working-girl_n_62ea8037e4b0da5ec0f086d3,Selena Gomez Developing Reboot Of '80s Classic 'Working Girl',ENTERTAINMENT,"The beloved comedy, which starred Melanie Griffith, Harrison Ford and Sigourney Weaver, is getting the reboot treatment.",Cole Delbyck,3/8/2022
https://www.huffpost.com/entry/iceland-volcano-erupts-airport_n_62eaa5d1e4b0da5ec0f0c8ba,Volcano Near Iceland’s Main Airport Erupts Again,WORLD NEWS,The Icelandic Meteorological Office urged people not to go near the Fagradalsfjall volcano.,,3/8/2022
https://www.huffpost.com/entry/paul-pelosi-dui-plea_n_62eaac2ce4b09d09a2c02cb0,Paul Pelosi Pleads Not Guilty To DUI Charges,POLITICS,The husband of House Speaker Nancy Pelosi was charged with driving under the influence after a May car crash in California.,,3/8/2022
https://www.huffpost.com/entry/ana-de-armas-marilyn-monroe-blonde-brad-pitt_n_62ea9f12e4b00f4cf236a0f0,Brad Pitt Defends Ana De Armas After Marilyn Monroe Accent Backlash,ENTERTAINMENT,"Come for de Armas, and you'll have to answer to Pitt.",Cole Delbyck,3/8/2022
https://www.huffpost.com/entry/matthew-koma-calls-out-candace-cameron-bure-tiktok-springsteen_n_62e827d0e4b07f837672082c,Hilary Duff's Husband Calls Out Candace Cameron Bure For Ignorant TikTok,ENTERTAINMENT,Musician Matthew Koma pointed out how the “Fuller House” star’s July 4 post wasn’t as patriotic as she thought it was.,Elyse Wanshel,2/8/2022
https://www.huffpost.com/entry/sandy-hook-parent-testifies-alex-jones-apologies-are-worthless_n_62e9441ee4b07f83767377c5,Sandy Hook Parent Testifies: Alex Jones’ Apologies ‘Are Worthless’,U.S. NEWS,"In a defamation trial against Jones, Sandy Hook parent Neil Heslin said the Infowars conspiracist ""lit the match that started the fire.""",Sebastian Murdock,2/8/2022
https://www.huffpost.com/entry/guard-cat-hailed-as-hero_n_62e9a515e4b00f4cf2352a6f,Bandit The 'Guard Cat' Hailed As Hero After Thwarting Would-Be Robbery,WEIRD NEWS,"When at least two people tried to break into a Tupelo, Mississippi, home last week, the cat did everything she could to alert its owner.",,2/8/2022
https://www.huffpost.com/entry/senate-republicans-veterans-health-bill-pact-act_n_62e97e2ee4b09d14dc4731d3,"Senate Republicans Fold, Help Pass Veterans Health Bill After Blocking It",POLITICS,"The PACT Act, which will help veterans suffering from illnesses caused by toxic burn pits, now heads to the president’s desk.",Jennifer Bendery,2/8/2022
https://www.huffpost.com/entry/university-of-west-georgia-professor-charged-with-murder-of-incoming-freshman_n_62e95992e4b09d14dc470a05,University of West Georgia Professor Charged With Murder Of Incoming Freshman,CRIME,"Anna Jones, 18, was sitting in a parked car with friends when she was shot.",Elyse Wanshel,2/8/2022
https://www.huffpost.com/entry/dan-giusti-voices-in-food_l_62d82e4ae4b000da23faf94b,"I Cooked For The World's 1%, But I Traded It To Make School Lunches",FOOD & DRINK,"Dan Giusti is changing the way institutions like schools, prisons and senior centers think about food. Here's what he's learned so far.",Emily Laurence,1/8/2022
https://www.huffpost.com/entry/rusty-bowers-donald-trump-arizona-gop_n_62e7a6fbe4b00fd8d8411100,Arizona's Rusty Bowers Comes Out Against A 2024 Trump Bid,POLITICS,The state House speaker testified before the Jan. 6 committee investigating Trump's efforts to cling to power.,Marita Vlachou,1/8/2022
https://www.huffpost.com/entry/yolanda-hadid-depression-lyme_n_62e7fa39e4b09d14dc452884,"Yolanda Hadid Returns To Social Media After 9-Month Break For Depression, Lyme Relapse",ENTERTAINMENT,"Hadid's last post before her break was from October 2021, the same month that she accused Gigi Hadid’s then-boyfriend, Zayn Malik, of shoving her.",Carly Ledbetter,1/8/2022
https://www.huffpost.com/entry/suraj-patel-new-york-12-primary-tightening_n_62e6b5a3e4b09d14dc439816,Challenger Suraj Patel’s Poll Shows Tightening Race In Key New York Primary,POLITICS,Patel is taking on Reps. Carolyn Maloney and Jerry Nadler for the Democratic nomination in a Manhattan congressional district.,Daniel Marans,1/8/2022
https://www.huffpost.com/entry/chris-rock-no-plans-talk-will-smith_n_62e8478ee4b0c60a566b25da,"Chris Rock Has No Real Interest In Talking With Will Smith, Sources Say",ENTERTAINMENT,"“This is clearly something that bothers Will more than Chris. Will needs to deal with his issues. Chris is fine,"" one insider told People.com.",David Moye,1/8/2022
https://www.huffpost.com/entry/micro-transitons-anxiety_l_62ceed69e4b0e6251b37fe91,4 'Micro-Transitions' In Your Day That May Be Causing You Anxiety,WELLNESS,Certain points during your day can spark stress without you even realizing. Here's why and how to deal.,Alexandra Frost,1/8/2022
https://www.huffpost.com/entry/kentucky-flood-threat-renewed_n_62e6c90ee4b0c60a566932c9,Death Toll In Kentucky Hits 28 As Infrastructure Damage Hampers Flood Recovery,U.S. NEWS,The number of deaths from massive flooding in Kentucky has continued to climb amid the threat for more heavy rains.,"BRUCE SCHREINER and JOHN RABY, AP",7/31/2022
https://www.huffpost.com/entry/vulnerable-house-dems-see-abortion-as-winning-campaign-theme_n_62e6847ee4b006483a9e59ea,Vulnerable House Dems See Abortion As Winning Campaign Theme,POLITICS,"The Supreme Court decision on abortion has scrambled the political dynamics heading into the November elections, when control of Congress is at stake.","Thomas Beaumont, AP",7/31/2022
https://www.huffpost.com/entry/prince-charles-charity-donation-from-bin-ladens_n_62e6836ee4b0c60a5669187c,Report: Prince Charles' Charity Got Donation From Bin Ladens,WORLD NEWS,"The Prince of Wales’s Charitable Fund accepted a 1 million pound ($1.2 million) donation from relatives of Osama bin Laden, a newspaper reported.",,7/31/2022
https://www.huffpost.com/entry/dc-league-of-super-pets-takes-no-1-with-23-million_n_62e6acd4e4b07f8376702fd3,‘DC League Of Super-Pets’ Takes No. 1 With $23 Million,ENTERTAINMENT,The superhero spinoff about Superman’s dog knocked Jordan Peele’s “Nope” into second place.,"Lindsey Bahr, AP",7/31/2022
https://www.huffpost.com/entry/new-york-city-declares-monkeypox-emergency_n_62e5e013e4b0c60a5668d901,New York City Declares Monkeypox A Public Health Emergency,U.S. NEWS,"As many as 150,000 New York City residents could be at risk of monkeypox infection, according to city officials.",,7/31/2022
https://www.huffpost.com/entry/china-rocket-debris-falling-back-earth_n_62e5e68fe4b09d14dc434a52,Chinese Rocket Debris Makes Out-Of-Control Fall Back To Earth,SCIENCE,Video shows people apparently spotting the rocket's burning debris in the night sky over Malaysia.,Ben Blanchet,7/31/2022
https://www.huffpost.com/entry/james-w-clark-bomb-threat_n_62e531ebe4b00fd8d83fb126,Man Arrested For Alleged Bomb Threat Against Arizona Election Official After Jan. 6,U.S. NEWS,"James W. Clark allegedly researched ""how to kill"" Katie Hobbs before threatening Arizona's Democratic secretary of state with an explosive device.",Marco Margaritoff,7/30/2022
https://www.huffpost.com/entry/bc-us-southwest-thunderstorms-flooding_n_62e53cf4e4b006483a9deb97,Rain Cascades From Vegas Casino Ceilings As Thunderstorms Flood Desert,ENVIRONMENT,"Parts of the parched southwest are now being hit with floods, with multiple people needing rescue in Nevada and Arizona.","Ken Ritter and Felicia Fonsetta, AP",7/30/2022
https://www.huffpost.com/entry/burial-plot-ivana-trump-bedminster-new-jersey-golf-course_n_62e4a731e4b006483a9da670,Photos Reveal Ivana Trump's Final Resting Place At Bedminster Golf Course,U.S. NEWS,"Her plot is near the first tee and clubhouse, The New York Post reports.",Mary Papenfuss,7/30/2022
https://www.huffpost.com/entry/olivia-troye-secret-service-texts-inspector-general_n_62e55c06e4b07f83766fc1ae,Ex-DHS Aide Suggests She 'Went Very Public' Because She Didn't Trust Inspector General,POLITICS,"Olivia Troye, who quit the administration in 2020, appeared to call out the same Trump official now embroiled in the Secret Service text-deletion scandal.",Marco Margaritoff,7/30/2022
https://www.huffpost.com/entry/dhs-jan-6-missing-texts_n_62e3a22ce4b07f83766e534f,DHS Watchdog Fails To Notify Congress Over Missing Jan. 6 Texts Of 2 Trump Officials,POLITICS,"The phones of Homeland Security leaders Chad Wolf and Ken Cuccinelli reportedly were wiped, much like those of Trump's Secret Service agents.",Marita Vlachou,7/29/2022
https://www.huffpost.com/entry/nicholas-sandmann-loses-defamation-lawsuits_n_62e414bfe4b0c60a5667fb1e,'Covington Kid' Nicholas Sandmann Loses Defamation Suits Against Major Media Outlets,U.S. NEWS,"Sandmann, who was 16 when footage of him and a Native American elder went viral, lost against several outlets including The New York Times and ABC News.",Marco Margaritoff,7/29/2022
